#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a MAST Result with these header lines unmodified.
#Observation Type, Mission, Provenance Name, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Calibration Level, Start Time, Exposure Length, Release Date, Proposal Type, Distance (")
#@string, string, string, string, string, string, string, string, string, string, ra, dec, int, float, float, float, string, float
intentType,obs_collection,provenance_name,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,calib_level,t_min,t_exptime,t_obs_release,proposal_type,distance
science,KeplerFFI,Kepler,Kepler,Kepler,KEPLER,OPTICAL,,,kplr2012004204112_40,292.469327466885,41.2152262321325,1,55930.84151904,1765.459584,NaN,Kepler,0
science,KeplerFFI,Kepler,Kepler,Kepler,KEPLER,OPTICAL,,,kplr2012032101442_64,292.474629426074,41.2161198383179,1,55958.40644554,1765.459584,NaN,Kepler,0
science,KeplerFFI,Kepler,Kepler,Kepler,KEPLER,OPTICAL,,,kplr2012060123308_64,292.474678406058,41.2160483040562,1,55986.50257794,1765.459584,NaN,Kepler,0
science,KeplerFFI,Kepler,Kepler,Kepler,KEPLER,OPTICAL,,,kplr2012088132324_64,292.474698517756,41.2159891730702,1,56014.53748484,1765.459584,NaN,Kepler,0
science,KeplerFFI,Kepler,Kepler,Kepler,KEPLER,OPTICAL,,,kplr2012121122500_48,292.470858163217,41.2207741100407,1,56047.49693394,1765.459584,NaN,Kepler,0
science,KeplerFFI,Kepler,Kepler,Kepler,KEPLER,OPTICAL,,,kplr2012151105138_48,292.47083878459,41.2207913292132,1,56077.43209024,1765.459584,NaN,Kepler,0
science,KeplerFFI,Kepler,Kepler,Kepler,KEPLER,OPTICAL,,,kplr2012179140901_48,292.470806331847,41.2208440804598,1,56105.56916384,1765.459584,NaN,Kepler,0
science,KeplerFFI,Kepler,Kepler,Kepler,KEPLER,OPTICAL,,,kplr2012211123923_24,292.466055613281,41.2183270486325,1,56137.50692204,1765.459584,NaN,Kepler,0
science,KeplerFFI,Kepler,Kepler,Kepler,KEPLER,OPTICAL,,,kplr2012242195726_24,292.466019097418,41.2183997128752,1,56168.81112794,1765.459584,NaN,Kepler,0
science,KeplerFFI,Kepler,Kepler,Kepler,KEPLER,OPTICAL,,,kplr2012277203051_24,292.465981498214,41.2184845164182,1,56203.83432484,1765.459584,NaN,Kepler,0
