#Observation Type, Mission, Provenance Name, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Calibration Level, Start Time, Exposure Length, Release Date, Proposal Type," Distance ("")"
intentType,obs_collection,provenance_name,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,calib_level,t_min,t_exptime,t_obs_release,proposal_type,distance
science,SPITZER_SHA,SSC Pipeline,MIPS,,MIPS24,Infrared,Proxima Cen,,400600,217.428958,-62.679472,3,53469.92328,2.62,53857.76819,,0
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC1,Infrared,GL0551,,1.13E+03,217.428958,-62.6795,3,53961.35272,26.8,54341.7053,,0
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC4,Infrared,GL0551,,1.13E+03,217.428958,-62.6795,3,53961.35272,26.8,54341.7053,,0
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC2,Infrared,GL0551,,1.13E+03,217.428958,-62.6795,3,53961.35272,26.8,54341.7053,,0
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC3,Infrared,GL0551,,1.13E+03,217.428958,-62.6795,3,53961.35272,26.8,54341.7053,,0
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC1,Infrared,313.35318GLIMPSE,,0000028BBC00,215.657522,-62.178436,3,56039.26093,10.4,56064.70833,,0
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC2,Infrared,313.35318GLIMPSE,,0000028BBC00,215.657522,-62.178436,3,56039.26093,10.4,56064.70833,,0
science,HST,CALFGS,FGS,HST,PUPIL,Optical,PROXIMA-CENTAURI,STAR;M V-IV,f0v40101m,217.4379237,-62.6812808,1,48648.32931,122.4,49016.59897,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-3-REF,STAR;M V-IV,f0v40102m,217.4819342,-62.689244,1,48648.33108,191.7,49016.59919,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-4-REF,STAR;M V-IV,f0v40103m,217.4546217,-62.689341,1,48648.33373,13.95,49016.59941,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-5-REF,STAR;M V-IV,f0v40104m,217.4353808,-62.691332,1,48648.34006,143.25,49016.59962,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-6-REF,STAR;M V-IV,f0v40105m,217.4860771,-62.662371,1,48648.34215,143.7,49016.59986,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-7-REF,STAR;M V-IV,f0v40106m,217.434505,-62.686885,1,48648.34425,217.5,49016.60012,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-8-REF,STAR;M V-IV,f0v40107m,217.4203125,-62.694848,1,48648.34816,113.55,49016.60038,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-9-REF,STAR;M V-IV,f0v40108m,217.4160538,-62.691118,1,48648.35113,424.95001,49016.60065,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-10-REF,STAR;M V-IV,f0v40109m,217.3731942,-62.662674,1,48648.35719,143.7,49016.60088,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-11-REF,STAR;M V-IV,f0v4010am,217.3725963,-62.667316,1,48648.35928,143.7,49016.60113,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXIMA-CENTAURI,STAR;M V-IV,f0v4010bm,217.4379236,-62.68128087,1,48648.36142,80.25,49016.60142,GTO/AST,0
science,HST,CALFGS,FGS,HST,PUPIL,Optical,PROXIMA-CENTAURI,STAR;M V-IV,f0v40301m,217.4378405,-62.68132516,1,48669.91072,126.95,49035.58745,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-3-REF,STAR;M V-IV,f0v40302m,217.4819342,-62.689244,1,48669.91219,221.95,49035.5878,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-4-REF,STAR;M V-IV,f0v40303m,217.4546217,-62.689341,1,48669.91476,546.95001,49035.58816,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-5-REF,STAR;M V-IV,f0v40304m,217.4353808,-62.691332,1,48669.92109,180.95,49035.58859,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-6-REF,STAR;M V-IV,f0v40305m,217.4860771,-62.662371,1,48669.92318,180.95,49035.58895,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-7-REF,STAR;M V-IV,f0v40306m,217.434505,-62.686885,1,48669.92572,215.7,49035.58644,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-8-REF,STAR;M V-IV,f0v40307m,217.4203125,-62.694848,1,48669.92961,113.85,49035.58679,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-11-REF,STAR;M V-IV,f0v40308m,217.3725963,-62.667316,1,48669.9323,61.650002,49035.58712,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXIMA-CENTAURI,STAR;M V-IV,f0v40309m,217.4378404,-62.6813252,1,48669.93398,121.95,49035.58929,GTO/AST,0
